date,open,high,low,close,volume
2013-04-09,39.75,40.65,39.69,40.45,1150000
2013-04-08,39.33,40.22,39.26,39.86,1397700
2013-04-05,38.99,40.00,38.60,39.91,1121800
2013-04-04,39.35,39.89,39.10,39.49,1322800
2013-04-03,39.71,39.90,38.75,39.33,1601600
2013-04-02,40.01,40.37,39.60,39.73,929700
2013-04-01,39.82,40.30,39.66,40.00,1540300
2013-03-28,39.84,40.58,39.80,40.03,1425700
2013-03-27,39.26,40.03,38.82,40.02,1657800
2013-03-26,39.49,39.70,38.60,39.00,3280100
2013-03-25,38.52,40.63,38.47,39.98,3272600
2013-03-22,38.44,39.30,38.03,39.05,1312600
2013-03-21,38.16,38.82,37.62,38.46,1010800
2013-03-20,37.86,38.56,37.61,38.55,1166700
2013-03-19,38.65,38.80,37.13,37.49,1635200
2013-03-18,38.10,38.98,38.03,38.58,922400
2013-03-15,39.11,39.49,38.65,39.00,1147800
2013-03-14,38.68,39.50,38.38,39.04,1633300
2013-03-13,38.22,38.72,37.91,38.56,1069500
2013-03-12,38.47,38.98,37.73,38.11,1524000
2013-03-11,37.77,39.03,37.51,38.62,1199600
2013-03-08,37.95,39.23,37.93,38.72,1755100
2013-03-07,38.00,38.07,37.64,38.01,1717800
2013-03-06,37.79,38.04,37.30,37.84,1806100
2013-03-05,37.28,37.68,37.01,37.56,3442600
2013-03-04,37.43,38.18,37.05,37.60,3742200
2013-03-01,37.08,39.18,36.13,38.97,4318400
2013-02-28,36.28,36.71,35.93,36.13,2107100
2013-02-27,35.30,36.47,35.10,36.36,1306400
2013-02-26,35.51,35.75,35.06,35.51,1802900
2013-02-25,35.00,36.31,35.00,35.55,1820000
2013-02-22,34.05,35.06,34.00,35.01,703400
2013-02-21,34.18,34.82,33.78,34.04,794600
2013-02-20,34.88,35.07,34.04,34.11,827600
2013-02-19,34.74,35.35,34.67,34.68,728100
2013-02-15,35.44,35.76,34.90,34.98,1555200
2013-02-14,34.47,35.19,34.02,35.08,1479200
2013-02-13,34.42,34.83,34.12,34.50,717600
2013-02-12,34.28,34.75,33.76,34.64,1711600
2013-02-11,33.08,34.01,33.00,33.88,770900
2013-02-08,32.79,33.74,32.75,33.42,636800
2013-02-07,33.75,33.78,32.82,33.21,733500
2013-02-06,33.88,34.16,33.64,33.92,780900
2013-02-05,33.80,34.00,33.44,33.72,797600
2013-02-04,33.51,34.05,33.33,33.67,884400
2013-02-01,33.27,34.02,33.27,33.90,2550000
2013-01-31,32.91,33.93,32.50,32.96,1078100
2013-01-30,33.49,33.64,32.31,32.78,1357400
2013-01-29,33.65,33.75,32.57,33.46,2411400
2013-01-28,33.88,34.98,33.88,34.08,1982300
2013-01-25,33.62,34.90,33.29,33.63,2140600
2013-01-24,33.53,33.62,33.15,33.49,2042700
2013-01-23,33.73,33.74,33.00,33.23,1306500
2013-01-22,33.42,33.63,32.96,33.54,1129900
2013-01-18,33.15,33.75,33.00,33.50,2604900
2013-01-17,31.85,33.40,31.14,33.15,2955200
2013-01-16,33.00,33.35,31.75,31.78,3933400
2013-01-15,31.19,33.71,31.00,33.46,3302300
2013-01-14,31.63,31.87,30.85,31.30,1536200
2013-01-11,29.50,32.44,29.44,32.27,3579800
2013-01-10,29.89,29.89,29.22,29.77,721000
2013-01-09,28.77,29.81,28.77,29.74,885400
2013-01-08,28.77,29.18,28.25,28.88,1195400
2013-01-07,29.40,29.89,29.32,29.36,873500
2013-01-04,29.53,29.87,29.29,29.68,559000
2013-01-03,29.50,29.80,29.14,29.35,638000
2013-01-02,29.50,29.70,29.02,29.26,1214800
2012-12-31,28.08,29.18,28.08,29.02,994100
2012-12-28,28.45,28.77,28.34,28.41,676400
2012-12-27,28.41,28.91,27.97,28.78,1194000
2012-12-26,28.64,29.12,28.61,28.84,469900
2012-12-24,29.04,29.27,28.98,29.20,325000
2012-12-21,29.02,29.43,28.66,29.37,1643600
2012-12-20,29.16,29.38,28.85,29.11,1312100
2012-12-19,28.28,29.67,28.05,29.37,2552900
2012-12-18,27.21,28.40,27.21,28.26,1564100
2012-12-17,27.21,27.71,27.14,27.67,953300
2012-12-14,27.05,27.66,26.98,27.57,931800
2012-12-13,27.17,27.46,26.93,27.20,1344600
2012-12-12,27.82,27.82,26.91,27.09,1876100
2012-12-11,27.82,28.00,27.55,27.60,1484800
2012-12-10,27.82,28.43,27.73,27.84,1735300
2012-12-07,28.60,28.70,27.84,27.89,1293000
2012-12-06,28.26,29.00,27.78,28.89,938700
2012-12-05,28.01,28.80,27.71,28.74,1316300
2012-12-04,28.00,28.55,27.87,28.13,1342200
2012-12-03,28.21,29.75,27.87,28.31,5164900
2012-11-30,30.21,30.92,28.10,30.20,8192600
2012-11-29,29.03,30.00,28.97,29.98,2153500
2012-11-28,28.99,29.10,28.76,28.96,751700
2012-11-27,28.90,29.22,28.67,29.06,838100
2012-11-26,28.60,28.99,28.19,28.80,698500
2012-11-23,28.70,29.01,28.48,28.89,300600
2012-11-21,28.39,29.20,28.39,28.67,748100
2012-11-20,28.02,28.60,28.02,28.39,657700
2012-11-19,28.81,28.92,27.32,28.14,1446000
2012-11-16,27.38,29.00,27.31,28.50,1379000
2012-11-15,26.64,27.44,26.64,27.39,1184200
2012-11-14,26.53,27.36,26.34,26.58,752900
2012-11-13,26.31,26.70,26.10,26.30,412900
2012-11-12,26.97,27.00,26.15,26.54,722400
2012-11-09,26.91,27.06,26.58,26.92,849000
2012-11-08,27.34,27.35,26.73,26.81,733600
2012-11-07,27.45,27.57,26.87,27.36,649800
2012-11-06,27.84,28.18,27.58,27.75,569100
2012-11-05,28.18,28.41,27.41,27.69,795100
2012-11-02,28.67,28.76,27.77,28.23,829800
2012-11-01,28.15,29.23,27.90,28.52,1435000
2012-10-31,28.96,29.04,27.75,28.03,1557800
2012-10-26,29.65,29.91,28.76,28.99,917300
2012-10-25,30.81,30.81,28.04,29.99,2040800
2012-10-24,30.74,30.87,30.01,30.39,670600
2012-10-23,30.29,30.77,29.90,30.56,923600
2012-10-22,31.83,31.83,30.12,30.49,1423000
2012-10-19,31.21,31.93,30.72,31.51,1718200
2012-10-18,31.00,31.60,30.82,31.17,1061400
2012-10-17,31.90,32.11,30.94,31.22,1701000
2012-10-16,31.13,32.78,30.23,32.00,6141000
2012-10-15,31.15,32.47,31.03,32.23,1183500
2012-10-12,31.50,31.79,31.14,31.31,680500
2012-10-11,31.53,32.07,30.90,31.52,1681400
2012-10-10,32.26,32.65,30.92,31.07,1223700
2012-10-09,32.60,32.60,32.00,32.36,706800
2012-10-08,31.96,33.56,31.85,32.70,715000
2012-10-05,35.06,35.28,32.43,33.03,1457700
2012-10-04,35.50,35.79,34.82,34.94,592300
2012-10-03,35.51,36.10,34.95,36.05,648500
2012-10-02,35.91,35.99,34.24,35.37,968000
2012-10-01,37.00,37.20,33.94,35.93,2338900
2012-09-28,37.61,37.87,36.12,36.72,968300
2012-09-27,36.55,38.16,36.32,37.73,1107900
2012-09-26,36.61,36.68,34.92,35.93,484700
2012-09-25,36.65,38.07,36.30,36.79,1692600
2012-09-24,36.87,37.12,36.01,36.26,571800
2012-09-21,37.16,37.75,36.61,37.14,1607700
2012-09-20,37.58,37.81,35.85,36.75,1202500
2012-09-19,37.49,38.30,37.48,37.86,313300
2012-09-18,38.39,38.50,37.56,37.66,268600
2012-09-17,39.09,39.09,37.72,38.35,401500
2012-09-14,38.48,39.75,38.26,39.08,663300
2012-09-13,36.98,38.08,36.00,37.81,608600
2012-09-12,36.98,37.40,36.70,36.88,353000
2012-09-11,37.00,37.19,36.33,36.49,429200
2012-09-10,38.20,38.21,36.09,36.98,752200
2012-09-07,37.20,38.49,36.60,38.29,846500
2012-09-06,37.58,37.75,36.33,37.23,571200
2012-09-05,35.54,37.44,35.23,37.02,1069700
2012-09-04,34.49,35.52,34.29,35.38,603700
2012-08-31,34.50,36.12,34.25,34.40,3464700
2012-08-30,30.52,31.36,29.91,30.50,932500
2012-08-29,31.00,31.04,30.51,30.84,311300
2012-08-28,31.00,31.12,30.89,31.00,290600
2012-08-27,31.07,31.16,30.54,31.03,332800
2012-08-24,30.90,31.06,30.45,30.86,337800
2012-08-23,30.51,30.94,30.05,30.93,389400
2012-08-22,30.80,30.95,30.50,30.60,265700
2012-08-21,31.50,31.75,30.47,30.75,314800
2012-08-20,30.90,31.50,30.58,31.44,347500
2012-08-17,30.85,31.00,30.43,30.90,376100
2012-08-16,29.56,30.76,29.05,30.66,551400
2012-08-15,29.29,29.93,28.74,29.29,384300
2012-08-14,30.04,30.12,29.42,29.68,154800
2012-08-13,30.22,30.30,29.46,29.85,320800
2012-08-10,30.28,30.75,29.95,30.18,309200
2012-08-09,30.21,30.58,29.94,30.52,285700
2012-08-08,30.26,30.66,29.69,30.16,231500
2012-08-07,29.64,30.84,29.39,30.51,758900
2012-08-06,27.98,29.74,27.88,29.16,624100
2012-08-03,28.90,28.99,27.53,27.94,422100
2012-08-02,28.40,28.54,27.00,28.28,840100
2012-08-01,29.69,29.80,28.68,28.95,338300
2012-07-31,28.65,29.55,28.64,29.40,518400
2012-07-30,29.18,29.28,28.37,28.75,322500
2012-07-27,28.64,29.90,28.05,29.27,770700
2012-07-26,28.83,28.93,27.99,28.37,644500
2012-07-25,28.11,28.47,27.60,28.25,396100
2012-07-24,28.15,28.25,27.75,27.96,365400
2012-07-23,28.25,28.63,28.00,28.06,1015000
2012-07-20,29.12,29.57,28.06,28.55,6141100
2012-07-19,29.00,29.36,28.47,29.19,846600
2012-07-18,27.86,29.45,27.50,28.92,910600
2012-07-17,27.89,28.29,27.49,27.97,653100
2012-07-16,28.05,29.32,27.94,28.43,422400
2012-07-13,27.24,28.74,27.02,28.19,354600
2012-07-12,26.32,27.50,25.90,27.10,247000
2012-07-11,26.83,27.41,26.25,26.59,350400
2012-07-10,28.24,28.24,26.51,26.83,694900
2012-07-09,29.17,29.59,27.42,28.07,814000
2012-07-06,29.29,29.86,28.88,29.63,444500
2012-07-05,28.89,30.53,28.68,29.86,152100
2012-07-03,29.06,29.25,28.80,29.04,138900
2012-07-02,28.15,29.49,27.44,29.13,350800
2012-06-29,27.10,28.36,27.01,28.10,458300
2012-06-28,26.98,27.59,25.82,26.49,1178700
2012-06-27,27.62,28.38,27.62,28.00,351100
2012-06-26,28.41,28.41,27.53,27.78,490400
2012-06-25,28.84,28.94,27.84,28.26,657300
2012-06-22,30.00,31.20,29.11,29.27,1561100
2012-06-21,31.52,32.02,29.32,29.54,569300
2012-06-20,31.93,32.02,30.81,31.68,311000
2012-06-19,32.65,32.67,31.84,31.96,387900
2012-06-18,32.35,32.72,31.76,32.13,318200
2012-06-15,31.84,33.04,31.18,32.73,396800
2012-06-14,30.90,31.92,30.76,31.66,273500
2012-06-13,30.48,31.95,30.02,30.75,233900
2012-06-12,30.69,30.99,29.83,30.43,298700
2012-06-11,32.69,32.88,29.77,30.01,378500
2012-06-08,30.10,32.06,29.22,32.01,626600
2012-06-07,30.56,31.41,28.65,29.77,455200
2012-06-06,28.90,32.00,28.10,30.15,869300
2012-06-05,27.26,28.85,26.80,28.59,610400
2012-06-04,27.80,28.00,25.15,27.00,706200
2012-06-01,31.56,31.97,26.97,27.24,1778900
2012-05-31,34.25,34.99,31.36,32.56,988100
2012-05-30,36.08,36.08,33.57,34.30,882500
2012-05-29,36.72,37.57,35.94,36.38,564000
2012-05-25,35.08,36.34,34.43,35.93,296500
2012-05-24,35.50,36.50,33.58,34.59,534800
2012-05-23,31.10,35.80,30.00,34.89,799000
2012-05-22,30.42,32.55,30.09,31.63,508400
2012-05-21,29.48,30.14,28.82,30.02,599000
2012-05-18,31.09,31.09,28.49,29.06,814000
2012-05-17,31.11,31.18,29.87,30.62,404400
2012-05-16,31.64,31.90,30.41,30.97,238000
2012-05-15,31.39,31.85,31.20,31.62,351900
2012-05-14,31.28,32.92,30.43,31.02,702600
2012-05-11,31.33,32.23,29.47,31.36,1023400
2012-05-10,33.32,33.95,31.53,31.79,383000
2012-05-09,32.01,34.17,32.01,32.86,356800
2012-05-08,33.00,34.15,32.31,32.75,329300
2012-05-07,31.75,33.03,31.75,32.93,285900
2012-05-04,32.32,32.59,31.76,32.07,439300
2012-05-03,36.50,36.50,32.20,32.68,1026700
2012-05-02,35.51,36.20,35.20,35.28,260000
2012-05-01,34.29,36.94,33.93,35.91,679500
2012-04-30,36.13,36.13,33.60,33.95,301600
2012-04-27,36.00,36.97,35.02,35.06,380800
2012-04-26,34.59,35.30,33.34,35.11,234000
2012-04-25,36.78,37.15,34.57,34.72,520500
2012-04-24,36.04,37.34,34.65,35.80,506200
2012-04-23,36.78,37.24,35.76,35.93,930700
2012-04-20,35.25,36.64,33.50,36.20,1796600
2012-04-19,32.00,35.85,30.91,35.48,14124400
